"district","city","province","postal_code"
"ANGKOLA SANGKUNUR","TAPANULI SELATAN","SUMATERA UTARA","22735"
"SIBOLGA SELATAN","SIBOLGA","SUMATERA UTARA","22538"
"PARMONANGAN","TAPANULI UTARA","SUMATERA UTARA","22453"
"SIMANGAMBAT","PADANG LAWAS UTARA","SUMATERA UTARA","22747"
"SORKAM BARAT","TAPANULI TENGAH","SUMATERA UTARA","22563"
"BARUMUN TENGAH","PADANG LAWAS","SUMATERA UTARA","22755"
"TARUTUNG","TAPANULI UTARA","SUMATERA UTARA","22413"
"SAIPAR DOLOK HOLE","TAPANULI SELATAN","SUMATERA UTARA","22758"
"SIANJUR MULA-MULA","SAMOSIR","SUMATERA UTARA","22396"
"PANDAN","TAPANULI TENGAH","SUMATERA UTARA","22613"
"BATANG LUBU SUTAM","PADANG LAWAS","SUMATERA UTARA","22742"
"PADANG SIDEMPUAN SELATAN","PADANG SIDEMPUAN","SUMATERA UTARA","22726"
"GAROGA","TAPANULI UTARA","SUMATERA UTARA","22473"
"SOSA","PADANG LAWAS","SUMATERA UTARA","22765"
"HABINSARAN","TOBA SAMOSIR","SUMATERA UTARA","22383"
"BOR-BOR","TOBA SAMOSIR","SUMATERA UTARA","22383"
"ULU BARUMUN","PADANG LAWAS","SUMATERA UTARA","22763"
"DOLOK MERAWAN","SERDANG BEDAGAI","SUMATERA UTARA","20993"
"GUNUNGSITOLI UTARA","GUNUNGSITOLI","SUMATERA UTARA","22851"
"LAHEWA","NIAS UTARA","SUMATERA UTARA","22853"
"PULAU-PULAU BATU UTARA","NIAS SELATAN","SUMATERA UTARA","22881"
"AFULU","NIAS UTARA","SUMATERA UTARA","22857"
"IDANO GAWO","NIAS","SUMATERA UTARA","22872"
"AIR BATU","ASAHAN","SUMATERA UTARA","21272"
"GEBANG","LANGKAT","SUMATERA UTARA","20856"
"KUALA LEDONG (KUALUH LEIDONG)","LABUHAN BATU UTARA","SUMATERA UTARA","21475"
"LIMAPULUH","BATU BARA","SUMATERA UTARA","21255"
"AIR JOMAN","ASAHAN","SUMATERA UTARA","21263"
"KAMPUNG RAKYAT","LABUHAN BATU SELATAN","SUMATERA UTARA","21463"
"MERANTI","ASAHAN","SUMATERA UTARA","21264"
"TELUK DALAM","ASAHAN","SUMATERA UTARA","21271"
"SINUNUKAN","MANDAILING NATAL","SUMATERA UTARA","22988"
"PANAI HULU","LABUHAN BATU","SUMATERA UTARA","21471"
"BIRU-BIRU","DELI SERDANG","SUMATERA UTARA","20358"
"TIGA PANAH","KARO","SUMATERA UTARA","22171"
"MEREK","KARO","SUMATERA UTARA","22173"
"GIDO","NIAS","SUMATERA UTARA","22871"
"ULU PUNGKUT","MANDAILING NATAL","SUMATERA UTARA","22998"
"HUTA RAJA TINGGI","PADANG LAWAS","SUMATERA UTARA","22774"
"TAPIAN NAULI","TAPANULI TENGAH","SUMATERA UTARA","22618"
"TUHEMBERUA","NIAS UTARA","SUMATERA UTARA","22852"
"PANGKALAN SUSU","LANGKAT","SUMATERA UTARA","20858"
"SEI LEPAN","LANGKAT","SUMATERA UTARA","20773"
"SAWIT SEBERANG","LANGKAT","SUMATERA UTARA","20811"
"SIRAPIT (SERAPIT)","LANGKAT","SUMATERA UTARA","20772"
"ULUSUSUA","NIAS SELATAN","SUMATERA UTARA","22866"
"AMANDRAYA","NIAS SELATAN","SUMATERA UTARA","22866"
"BUNTU PANE","ASAHAN","SUMATERA UTARA","21261"
"PINTU POHAN MERANTI","TOBA SAMOSIR","SUMATERA UTARA","22384"
"SIDAMANIK","SIMALUNGUN","SUMATERA UTARA","21171"
"SIMANINDO","SAMOSIR","SUMATERA UTARA","22395"
"PAKKAT","HUMBANG HASUNDUTAN","SUMATERA UTARA","22455"
"PORSEA","TOBA SAMOSIR","SUMATERA UTARA","22384"
"RAYA KAHEAN","SIMALUNGUN","SUMATERA UTARA","21156"
"ULUNOYO","NIAS SELATAN","SUMATERA UTARA","22867"
"LOLOFITU MOI","NIAS BARAT","SUMATERA UTARA","22875"
"UMBUNASI","NIAS SELATAN","SUMATERA UTARA","22873"
"KUTA BULUH","KARO","SUMATERA UTARA","22155"
"MEDAN AMPLAS","MEDAN","SUMATERA UTARA","20229"
"PERCUT SEI TUAN","DELI SERDANG","SUMATERA UTARA","20371"
"LOLOWAU","NIAS SELATAN","SUMATERA UTARA","22864"
"ALASA","NIAS UTARA","SUMATERA UTARA","22861"
"HILISALAWA\AHE (HILISALAWAAHE)","NIAS SELATAN","SUMATERA UTARA","22864"
"SIBABANGUN","TAPANULI TENGAH","SUMATERA UTARA","22654"
"MEDAN POLONIA","MEDAN","SUMATERA UTARA","20152"
"TAMBANGAN","MANDAILING NATAL","SUMATERA UTARA","22994"
"SIBOLGA UTARA","SIBOLGA","SUMATERA UTARA","22511"
"LAHUSA","NIAS SELATAN","SUMATERA UTARA","22874"
"SIMPANG EMPAT","ASAHAN","SUMATERA UTARA","21271"
"PERGETTENG GETTENG SENGKUT","PAKPAK BHARAT","SUMATERA UTARA","22271"
"STABAT","LANGKAT","SUMATERA UTARA","20811"
"PANTAI CERMIN","SERDANG BEDAGAI","SUMATERA UTARA","20987"
"ARAMO","NIAS SELATAN","SUMATERA UTARA","22866"
"BERINGIN","DELI SERDANG","SUMATERA UTARA","20552"
"DOLOK MASIHUL","SERDANG BEDAGAI","SUMATERA UTARA","20991"
"AIR PUTIH","BATU BARA","SUMATERA UTARA","21256"
"MUARA","TAPANULI UTARA","SUMATERA UTARA","22476"
"ARSE","TAPANULI SELATAN","SUMATERA UTARA","22747"
"BARUMUN","PADANG LAWAS","SUMATERA UTARA","22763"
"LAGUBOTI","TOBA SAMOSIR","SUMATERA UTARA","22381"
"TANJUNG BALAI","ASAHAN","SUMATERA UTARA","21352"
"MEDAN SELAYANG","MEDAN","SUMATERA UTARA","20133"
"SIANTAR TIMUR","PEMATANG SIANTAR","SUMATERA UTARA","21136"
"MA\U","NIAS","SUMATERA UTARA","22852"
"MEDAN MAIMUN","MEDAN","SUMATERA UTARA","20151"
"GUNUNGSITOLI IDANOI","GUNUNGSITOLI","SUMATERA UTARA","22871"
"HILI SERANGKAI (HILISARANGGU)","NIAS","SUMATERA UTARA","22851"
"GOMO","NIAS SELATAN","SUMATERA UTARA","22873"
"MEDAN SUNGGAL","MEDAN","SUMATERA UTARA","20121"
"MEDAN BARU","MEDAN","SUMATERA UTARA","20154"
"TEBING TINGGI KOTA","TEBING TINGGI","SUMATERA UTARA","20615"
"TANJUNG TIRAM","BATU BARA","SUMATERA UTARA","21253"
"PANAI TENGAH","LABUHAN BATU","SUMATERA UTARA","21472"
"MEDAN BELAWAN KOTA","MEDAN","SUMATERA UTARA","20414"
"TANJUNG BERINGIN","SERDANG BEDAGAI","SUMATERA UTARA","20996"
"PANTAI LABU","DELI SERDANG","SUMATERA UTARA","20553"
"PADANG HILIR","TEBING TINGGI","SUMATERA UTARA","20634"
"BANGUN PURBA","DELI SERDANG","SUMATERA UTARA","20581"
"SINEMBAH TANJUNG MUDA HULU","DELI SERDANG","SUMATERA UTARA","20582"
"JORLANG HATARAN","SIMALUNGUN","SUMATERA UTARA","21172"
"PANEI","SIMALUNGUN","SUMATERA UTARA","21161"
"RAYA","SIMALUNGUN","SUMATERA UTARA","21162"
"BANDAR HULUAN","SIMALUNGUN","SUMATERA UTARA","21184"
"JAWA MARAJA BAH JAMBI","SIMALUNGUN","SUMATERA UTARA","21153"
"TANAH JAWA","SIMALUNGUN","SUMATERA UTARA","21181"
"SIANTAR SITALASARI","PEMATANG SIANTAR","SUMATERA UTARA","21139"
"BANDAR","SIMALUNGUN","SUMATERA UTARA","21184"
"SILOU KAHEAN","SIMALUNGUN","SUMATERA UTARA","21157"
"SERBA JADI","SERDANG BEDAGAI","SUMATERA UTARA","20991"
"TEBING TINGGI","SERDANG BEDAGAI","SUMATERA UTARA","20998"
"DOLOK BATU NANGGAR","SIMALUNGUN","SUMATERA UTARA","21155"
"SIBORONG-BORONG","TAPANULI UTARA","SUMATERA UTARA","22474"
"HUTA BAYU RAJA","SIMALUNGUN","SUMATERA UTARA","21182"
"TEBING SYAHBANDAR","SERDANG BEDAGAI","SUMATERA UTARA","20998"
"LOTU","NIAS UTARA","SUMATERA UTARA","22851"
"SEI DADAP","ASAHAN","SUMATERA UTARA","21272"
"SIPISPIS","SERDANG BEDAGAI","SUMATERA UTARA","20992"
"TANJUNGPURA","LANGKAT","SUMATERA UTARA","20853"
"SIRANDORUNG","TAPANULI TENGAH","SUMATERA UTARA","22565"
"SILIMA PUNGGA-PUNGGA","DAIRI","SUMATERA UTARA","22262"
"SIEMPAT NEMPU HULU","DAIRI","SUMATERA UTARA","22254"
"BATANG KUIS","DELI SERDANG","SUMATERA UTARA","20372"
"LUBUK PAKAM","DELI SERDANG","SUMATERA UTARA","20511"
"RANTAU SELATAN","LABUHAN BATU","SUMATERA UTARA","21421"
"SEI BAMBAN","SERDANG BEDAGAI","SUMATERA UTARA","20995"
"KUALA","LANGKAT","SUMATERA UTARA","20772"
"BAWOLATO","NIAS","SUMATERA UTARA","22876"
"BALIGE","TOBA SAMOSIR","SUMATERA UTARA","22316"
"BALIGE","TOBA SAMOSIR","SUMATERA UTARA","22315"
"HALONGONAN","PADANG LAWAS UTARA","SUMATERA UTARA","22753"
"NATAL","MANDAILING NATAL","SUMATERA UTARA","22987"
"MANDREHE UTARA","NIAS BARAT","SUMATERA UTARA","22814"
"PULAU-PULAU BATU","NIAS SELATAN","SUMATERA UTARA","22881"
"BOTOMUZOI","NIAS","SUMATERA UTARA","22815"
"BORONADU","NIAS SELATAN","SUMATERA UTARA","22873"
"O\O\U (OOU)","NIAS SELATAN","SUMATERA UTARA","22864"
"SIROMBU","NIAS BARAT","SUMATERA UTARA","22863"
"TANAH MASA","NIAS SELATAN","SUMATERA UTARA","22881"
"SIBOLANGIT","DELI SERDANG","SUMATERA UTARA","20357"
"SITELLU TALI URANG JEHE","PAKPAK BHARAT","SUMATERA UTARA","22272"
"KOTARIH","SERDANG BEDAGAI","SUMATERA UTARA","20984"
"DOLOK PANRIBUAN","SIMALUNGUN","SUMATERA UTARA","21173"
"PAGAR MERBAU","DELI SERDANG","SUMATERA UTARA","20551"
"MUARA BATANG TORU","TAPANULI SELATAN","SUMATERA UTARA","22738"
"PEGAGAN HILIR","DAIRI","SUMATERA UTARA","22283"
"GALANG","DELI SERDANG","SUMATERA UTARA","20585"
"BILAH BARAT","LABUHAN BATU","SUMATERA UTARA","21411"
"KUALUH SELATAN","LABUHAN BATU UTARA","SUMATERA UTARA","21457"
"BINTANG BAYU","SERDANG BEDAGAI","SUMATERA UTARA","20984"
"GUNUNG MALIGAS","SIMALUNGUN","SUMATERA UTARA","21174"
"PEMATANG SIDAMANIK","SIMALUNGUN","SUMATERA UTARA","21186"
"PEMATANG BANDAR","SIMALUNGUN","SUMATERA UTARA","21186"
"BANDAR MASILAM","SIMALUNGUN","SUMATERA UTARA","21184"
"MUNTE","KARO","SUMATERA UTARA","22161"
"MUARA SIPONGI","MANDAILING NATAL","SUMATERA UTARA","22998"
"BANDAR PASIR MANDOGE","ASAHAN","SUMATERA UTARA","21262"
"MARDINDING","KARO","SUMATERA UTARA","22165"
"BAJENIS","TEBING TINGGI","SUMATERA UTARA","20613"
"MEDAN TEMBUNG","MEDAN","SUMATERA UTARA","20223"
"BINJAI BARAT","BINJAI","SUMATERA UTARA","20719"
"GUNUNG MALELA","SIMALUNGUN","SUMATERA UTARA","21174"
"BANDAR KHALIFAH","SERDANG BEDAGAI","SUMATERA UTARA","20994"
"BILAH HULU","LABUHAN BATU","SUMATERA UTARA","21451"
"TEBING TINGGI KOTA","TEBING TINGGI","SUMATERA UTARA","20613"
"PADANG HULU","TEBING TINGGI","SUMATERA UTARA","20625"
"SIANTAR UTARA","PEMATANG SIANTAR","SUMATERA UTARA","21142"
"BUKIT MALINTANG","MANDAILING NATAL","SUMATERA UTARA","22977"
"SEI KEPAYANG","ASAHAN","SUMATERA UTARA","21381"
"SILIMAKUTA","SIMALUNGUN","SUMATERA UTARA","21167"
"MEDAN AMPLAS","MEDAN","SUMATERA UTARA","20149"
"DOLOK PARDAMEAN","SIMALUNGUN","SUMATERA UTARA","21163"
"SETIA JANJI","ASAHAN","SUMATERA UTARA","21261"
"SILAU LAUT","ASAHAN","SUMATERA UTARA","21263"
"TALAWI","BATU BARA","SUMATERA UTARA","21254"
"RANTO BAEK / BAIK","MANDAILING NATAL","SUMATERA UTARA","22983"
"HUTA BARGOT","MANDAILING NATAL","SUMATERA UTARA","22978"
"PARBULUAN","DAIRI","SUMATERA UTARA","22282"
"PULAU RAKYAT","ASAHAN","SUMATERA UTARA","21273"
"BATAHAN","MANDAILING NATAL","SUMATERA UTARA","22988"
"PARMAKSIAN","TOBA SAMOSIR","SUMATERA UTARA","22384"
"PADANG TUALANG","LANGKAT","SUMATERA UTARA","20852"
"BERAMPU (BRAMPU)","DAIRI","SUMATERA UTARA","22251"
"SIANTAR BARAT","PEMATANG SIANTAR","SUMATERA UTARA","21112"
"MEDAN TEMBUNG","MEDAN","SUMATERA UTARA","20224"
"SIANTAR BARAT","PEMATANG SIANTAR","SUMATERA UTARA","21111"
"SIGUMPAR","TOBA SAMOSIR","SUMATERA UTARA","22381"
"PAGARAN","TAPANULI UTARA","SUMATERA UTARA","22458"
"NAGA JUANG","MANDAILING NATAL","SUMATERA UTARA","22977"
"ALASA TALUMUZOI","NIAS UTARA","SUMATERA UTARA","22814"
"NAMOHALU ESIWA","NIAS UTARA","SUMATERA UTARA","22816"
"BARUMUN SELATAN","PADANG LAWAS","SUMATERA UTARA","22763"
"PANOMBEIAN PANEI","SIMALUNGUN","SUMATERA UTARA","21165"
"SOSOR GADONG","TAPANULI TENGAH","SUMATERA UTARA","22564"
"PANYABUNGAN BARAT","MANDAILING NATAL","SUMATERA UTARA","22911"
"PARLILITAN","HUMBANG HASUNDUTAN","SUMATERA UTARA","22456"
"SIANTAR MARIHAT","PEMATANG SIANTAR","SUMATERA UTARA","21129"
"PANCUR BATU","DELI SERDANG","SUMATERA UTARA","20353"
"HINAI","LANGKAT","SUMATERA UTARA","20854"
"SIANTAR UTARA","PEMATANG SIANTAR","SUMATERA UTARA","21145"
"BARUS JAHE","KARO","SUMATERA UTARA","22172"
"HIBALA","NIAS SELATAN","SUMATERA UTARA","22881"
"SOGAE ADU (SOGAEADU)","NIAS","SUMATERA UTARA","22871"
"KOTANOPAN","MANDAILING NATAL","SUMATERA UTARA","22994"
"PADANG SIDEMPUAN UTARA (PADANGSIDIMPUAN)","PADANG SIDEMPUAN","SUMATERA UTARA","22716"
"PADANG SIDEMPUAN UTARA (PADANGSIDIMPUAN)","PADANG SIDEMPUAN","SUMATERA UTARA","22711"
"SIDIKALANG","DAIRI","SUMATERA UTARA","22212"
"SEI / SUNGAI KANAN","LABUHAN BATU SELATAN","SUMATERA UTARA","21465"
"BATANG ONANG","PADANG LAWAS UTARA","SUMATERA UTARA","22762"
"BATANG SERANGAN","LANGKAT","SUMATERA UTARA","20852"
"ANGKOLA TIMUR (PADANG SIDEMPUAN)","TAPANULI SELATAN","SUMATERA UTARA","22733"
"SITOLU ORI","NIAS UTARA","SUMATERA UTARA","22852"
"RAHUNING","ASAHAN","SUMATERA UTARA","21274"
"NAMO RAMBE","DELI SERDANG","SUMATERA UTARA","20356"
"GUNUNG SITEMBER","DAIRI","SUMATERA UTARA","22251"
"BAHOROK","LANGKAT","SUMATERA UTARA","20774"
"PADANG SIDEMPUAN ANGKOLA JULU","PADANG SIDEMPUAN","SUMATERA UTARA","22733"
"JUHAR","KARO","SUMATERA UTARA","22163"
"NASSAU","TOBA SAMOSIR","SUMATERA UTARA","22383"
"SILINDA","SERDANG BEDAGAI","SUMATERA UTARA","20984"
"MUARA BATANG GADIS","MANDAILING NATAL","SUMATERA UTARA","22989"
"PANGARIBUAN","TAPANULI UTARA","SUMATERA UTARA","22472"
"SIJAMA POLANG","HUMBANG HASUNDUTAN","SUMATERA UTARA","22457"
"TAPIAN DOLOK","SIMALUNGUN","SUMATERA UTARA","21154"
"PAYUNG","KARO","SUMATERA UTARA","22154"
"TIGA BINANGA","KARO","SUMATERA UTARA","22162"
"HURUNA","NIAS SELATAN","SUMATERA UTARA","22867"
"DOLOK SILAU","SIMALUNGUN","SUMATERA UTARA","21168"
"HILIMEGAI","NIAS SELATAN","SUMATERA UTARA","22864"
"TELUK DALAM","NIAS SELATAN","SUMATERA UTARA","22865"
"GUNUNGSITOLI","GUNUNGSITOLI","SUMATERA UTARA","22811"
"FANAYAMA","NIAS SELATAN","SUMATERA UTARA","22865"
"TOMA","NIAS SELATAN","SUMATERA UTARA","22865"
"MANIAMOLO","NIAS SELATAN","SUMATERA UTARA","22865"
"MAZINO","NIAS SELATAN","SUMATERA UTARA","22865"
"PULAU-PULAU BATU BARAT","NIAS SELATAN","SUMATERA UTARA","22881"
"LAHOMI (GAHORI)","NIAS BARAT","SUMATERA UTARA","22864"
"SIMPANG EMPAT","KARO","SUMATERA UTARA","22153"
"NAMA TERAN","KARO","SUMATERA UTARA","22153"
"SELESAI","LANGKAT","SUMATERA UTARA","20762"
"SIDIKALANG","DAIRI","SUMATERA UTARA","22215"
"MEDAN BELAWAN KOTA","MEDAN","SUMATERA UTARA","20415"
"MEDAN BELAWAN KOTA","MEDAN","SUMATERA UTARA","20411"
"MEDAN BELAWAN KOTA","MEDAN","SUMATERA UTARA","20412"
"SEI BINGE (BINGAI)","LANGKAT","SUMATERA UTARA","20771"
"PEGAJAHAN","SERDANG BEDAGAI","SUMATERA UTARA","20986"
"SEI BALAI","BATU BARA","SUMATERA UTARA","21252"
"MEDAN SELAYANG","MEDAN","SUMATERA UTARA","20131"
"PANYABUNGAN UTARA","MANDAILING NATAL","SUMATERA UTARA","22978"
"BINJAI KOTA","BINJAI","SUMATERA UTARA","20715"
"BAJENIS","TEBING TINGGI","SUMATERA UTARA","20611"
"TIGA LINGGA","DAIRI","SUMATERA UTARA","22252"
"MEDAN LABUHAN","MEDAN","SUMATERA UTARA","20251"
"WAMPU","LANGKAT","SUMATERA UTARA","20851"
"TELUK NIBUNG","TANJUNG BALAI","SUMATERA UTARA","21335"
"BINJAI SELATAN","BINJAI","SUMATERA UTARA","20728"
"RANTAU UTARA","LABUHAN BATU","SUMATERA UTARA","21416"
"HURISTAK","PADANG LAWAS","SUMATERA UTARA","22742"
"BINJAI SELATAN","BINJAI","SUMATERA UTARA","20724"
"BINJAI KOTA","BINJAI","SUMATERA UTARA","20712"
"MEDAN DENAI","MEDAN","SUMATERA UTARA","20228"
"MANDUAMAS","TAPANULI TENGAH","SUMATERA UTARA","22565"
"SUSUA","NIAS SELATAN","SUMATERA UTARA","22873"
"SIDIKALANG","DAIRI","SUMATERA UTARA","22217"
"GUNUNG MERIAH","DELI SERDANG","SUMATERA UTARA","20583"
"SIDIKALANG","DAIRI","SUMATERA UTARA","22219"
"SALAK","PAKPAK BHARAT","SUMATERA UTARA","22272"
"TELUK MENGKUDU","SERDANG BEDAGAI","SUMATERA UTARA","20997"
"LINTONG NIHUTA","HUMBANG HASUNDUTAN","SUMATERA UTARA","22475"
"PADANG SIDEMPUAN UTARA (PADANGSIDIMPUAN)","PADANG SIDEMPUAN","SUMATERA UTARA","22712"
"SITAHUIS","TAPANULI TENGAH","SUMATERA UTARA","22611"
"PURBATUA","TAPANULI UTARA","SUMATERA UTARA","22465"
"ANDAM DEWI","TAPANULI TENGAH","SUMATERA UTARA","22651"
"HATONDUHAN","SIMALUNGUN","SUMATERA UTARA","21174"
"LOLOMATUA","NIAS SELATAN","SUMATERA UTARA","22867"
"TUGALA OYO","NIAS UTARA","SUMATERA UTARA","22861"
"SORKAM","TAPANULI TENGAH","SUMATERA UTARA","22563"
"BABALAN","LANGKAT","SUMATERA UTARA","20857"
"SEI SUKA","BATU BARA","SUMATERA UTARA","21257"
"BESITANG","LANGKAT","SUMATERA UTARA","20859"
"SIANTAR SITALASARI","PEMATANG SIANTAR","SUMATERA UTARA","21137"
"ULU MORO\O (ULU NARWO)","NIAS BARAT","SUMATERA UTARA","22862"
"DOLAT RAYAT","KARO","SUMATERA UTARA","22171"
"BAJENIS","TEBING TINGGI","SUMATERA UTARA","20612"
"HAMPARAN PERAK","DELI SERDANG","SUMATERA UTARA","20374"
"LAE PARIRA","DAIRI","SUMATERA UTARA","22281"
"LAUBALENG","KARO","SUMATERA UTARA","22164"
"TINADA","PAKPAK BHARAT","SUMATERA UTARA","22272"
"DATUK BANDAR TIMUR","TANJUNG BALAI","SUMATERA UTARA","21367"
"SITIO-TIO","SAMOSIR","SUMATERA UTARA","22395"
"KISARAN BARAT KOTA","ASAHAN","SUMATERA UTARA","21211"
"PULO BANDRING","ASAHAN","SUMATERA UTARA","21264"
"LUBUK PAKAM","DELI SERDANG","SUMATERA UTARA","20517"
"SEI RAMPAH","SERDANG BEDAGAI","SUMATERA UTARA","20995"
"RANTAU UTARA","LABUHAN BATU","SUMATERA UTARA","21417"
"BINJAI UTARA","BINJAI","SUMATERA UTARA","20747"
"SITELLU TALI URANG JULU","PAKPAK BHARAT","SUMATERA UTARA","22272"
"MEDAN HELVETIA","MEDAN","SUMATERA UTARA","20126"
"SECANGGANG","LANGKAT","SUMATERA UTARA","20855"
"MERDEKA","KARO","SUMATERA UTARA","22153"
"KISARAN BARAT KOTA","ASAHAN","SUMATERA UTARA","21212"
"BAWOLATO","NIAS","SUMATERA UTARA","22851"
"SILAEN","TOBA SAMOSIR","SUMATERA UTARA","22382"
"BINJAI UTARA","BINJAI","SUMATERA UTARA","20745"
"PEMATANG JAYA","LANGKAT","SUMATERA UTARA","20858"
"PADANG HILIR","TEBING TINGGI","SUMATERA UTARA","20636"
"RANTAU SELATAN","LABUHAN BATU","SUMATERA UTARA","21427"
"MEDAN BARU","MEDAN","SUMATERA UTARA","20153"
"BINJAI TIMUR","BINJAI","SUMATERA UTARA","20736"
"DELI TUA","DELI SERDANG","SUMATERA UTARA","20355"
"MEDAN DENAI","MEDAN","SUMATERA UTARA","20227"
"HILIDUHO","NIAS","SUMATERA UTARA","22854"
"MANDREHE","NIAS BARAT","SUMATERA UTARA","22862"
"SIANTAR","SIMALUNGUN","SUMATERA UTARA","21151"
"ULUAN","TOBA SAMOSIR","SUMATERA UTARA","22385"
"HARIAN","SAMOSIR","SUMATERA UTARA","22391"
"SUMBUL","DAIRI","SUMATERA UTARA","22281"
"BRASTAGI (BERASTAGI)","KARO","SUMATERA UTARA","22152"
"BAJENIS","TEBING TINGGI","SUMATERA UTARA","20621"
"MEDAN TIMUR","MEDAN","SUMATERA UTARA","20235"
"MEDAN HELVETIA","MEDAN","SUMATERA UTARA","20123"
"SIANTAR BARAT","PEMATANG SIANTAR","SUMATERA UTARA","21118"
"SIATAS BARITA","TAPANULI UTARA","SUMATERA UTARA","22417"
"GUNUNGSITOLI ALO\OA","GUNUNGSITOLI","SUMATERA UTARA","22851"
"MANDREHE BARAT","NIAS BARAT","SUMATERA UTARA","22812"
"ONOHAZUMBA","NIAS SELATAN","SUMATERA UTARA","22864"
"GUNUNGSITOLI SELATAN","GUNUNGSITOLI","SUMATERA UTARA","22851"
"AFULU","NIAS UTARA","SUMATERA UTARA","22851"
"ULUGAWO","NIAS","SUMATERA UTARA","22861"
"SOMAMBAWA","NIAS SELATAN","SUMATERA UTARA","22874"
"GUNUNGSITOLI BARAT","GUNUNGSITOLI","SUMATERA UTARA","22811"
"DATUK BANDAR","TANJUNG BALAI","SUMATERA UTARA","21362"
"KISARAN TIMUR KOTA","ASAHAN","SUMATERA UTARA","21221"
"MEDAN TIMUR","MEDAN","SUMATERA UTARA","20231"
"MEDAN JOHOR","MEDAN","SUMATERA UTARA","20144"
"GIRSANG SIPANGAN BOLON","SIMALUNGUN","SUMATERA UTARA","21174"
"MEDAN TIMUR","MEDAN","SUMATERA UTARA","20238"
"MEDAN BARAT","MEDAN","SUMATERA UTARA","20115"
"SIMUK","NIAS SELATAN","SUMATERA UTARA","22881"
"PALIPI","SAMOSIR","SUMATERA UTARA","22393"
"PADANG SIDEMPUAN TENGGARA","PADANG SIDEMPUAN","SUMATERA UTARA","22733"
"MAZO","NIAS SELATAN","SUMATERA UTARA","22873"
"TAMPAHAN","TOBA SAMOSIR","SUMATERA UTARA","22312"
"KABANJAHE","KARO","SUMATERA UTARA","22111"
"KABANJAHE","KARO","SUMATERA UTARA","22112"
"MORO\O","NIAS BARAT","SUMATERA UTARA","22862"
"PINANGSORI","TAPANULI TENGAH","SUMATERA UTARA","22654"
"TIGANDERKET","KARO","SUMATERA UTARA","22154"
"SINEMBAH TANJUNG MUDA HILIR","DELI SERDANG","SUMATERA UTARA","20363"
"SIRAPIT (SERAPIT)","LANGKAT","SUMATERA UTARA","20773"
"PANYABUNGAN KOTA","MANDAILING NATAL","SUMATERA UTARA","22918"
"TANAH PINEM","DAIRI","SUMATERA UTARA","22253"
"KOTA PINANG","LABUHAN BATU SELATAN","SUMATERA UTARA","21464"
"PANDAN","TAPANULI TENGAH","SUMATERA UTARA","22612"
"PUNCAK SORIK MARAPI / MERAPI","MANDAILING NATAL","SUMATERA UTARA","22994"
"PADANG SIDEMPUAN SELATAN","PADANG SIDEMPUAN","SUMATERA UTARA","22721"
"TARUTUNG","TAPANULI UTARA","SUMATERA UTARA","22416"
"HARANGGAOL HORISON","SIMALUNGUN","SUMATERA UTARA","21174"
"ONAN RUNGGU","SAMOSIR","SUMATERA UTARA","22391"
"MEDAN AMPLAS","MEDAN","SUMATERA UTARA","20147"
"BONATUA LUNASI","TOBA SAMOSIR","SUMATERA UTARA","22386"
"MANDREHE","NIAS BARAT","SUMATERA UTARA","22867"
"MEDAN HELVETIA","MEDAN","SUMATERA UTARA","20124"
"LABUHAN DELI","DELI SERDANG","SUMATERA UTARA","20373"
"SUNGGAL","DELI SERDANG","SUMATERA UTARA","20351"
"SOMOLO-MOLO (SAMOLO)","NIAS","SUMATERA UTARA","22871"
"SIDUA\ORI","NIAS SELATAN","SUMATERA UTARA","22874"
"SAWO","NIAS UTARA","SUMATERA UTARA","22852"
"HILIDUHO","NIAS","SUMATERA UTARA","22851"
"PURBA","SIMALUNGUN","SUMATERA UTARA","21165"
"AJIBATA","TOBA SAMOSIR","SUMATERA UTARA","22386"
"KOLANG","TAPANULI TENGAH","SUMATERA UTARA","22562"
"SIBOLGA UTARA","SIBOLGA","SUMATERA UTARA","22514"
"PAHAE JULU","TAPANULI UTARA","SUMATERA UTARA","22463"
"PAKANTAN","MANDAILING NATAL","SUMATERA UTARA","22998"
"BARUS UTARA","TAPANULI TENGAH","SUMATERA UTARA","22564"
"ONAN RUNGGU","SAMOSIR","SUMATERA UTARA","22394"
"PADANG SIDEMPUAN HUTAIMBARU","PADANG SIDEMPUAN","SUMATERA UTARA","22753"
"SIPOHOLON","TAPANULI UTARA","SUMATERA UTARA","22452"
"SIDIKALANG","DAIRI","SUMATERA UTARA","22211"
"NAINGGOLAN","SAMOSIR","SUMATERA UTARA","22394"
"SIBOLGA UTARA","SIBOLGA","SUMATERA UTARA","22512"
"TARUTUNG","TAPANULI UTARA","SUMATERA UTARA","22411"
"TARUTUNG","TAPANULI UTARA","SUMATERA UTARA","22414"
"TARUTUNG","TAPANULI UTARA","SUMATERA UTARA","22415"
"TARUTUNG","TAPANULI UTARA","SUMATERA UTARA","22412"
"MEDAN TEMBUNG","MEDAN","SUMATERA UTARA","20221"
"TANJUNG BALAI SELATAN","TANJUNG BALAI","SUMATERA UTARA","21315"
"GUNUNGSITOLI","GUNUNGSITOLI","SUMATERA UTARA","22812"
"SIEMPAT NEMPU HILIR","DAIRI","SUMATERA UTARA","22263"
